Company Name, CSRD, CBAM
Realty Income Corporation,NO,NO
Brookfield Oaktree Holdings LLC,NO,NO
Origin Bancorp Inc.,NO,NO
Owens Corning Inc,YES,YES
Oil-Dri Corporation Of America,NO,NO
OGE Energy Corp,NO,NO
Organon & Co.,NO,NO
ONE Gas Inc.,NO,NO
Omega Healthcare Investors Inc.,NO,NO
O-I Glass Inc.,NO,NO
Invesco Municipal Income Opportunities Trust,NO,NO
Oceaneering International Inc.,NO,NO
Oil States International Inc.,NO,NO
ONEOK Inc.,NO,NO
Oklo Inc.,NO,NO
Olin Corporation,NO,NO
Olo Inc.,NO,NO
One Liberty Properties Inc.,NO,NO
Omnicom Group Inc.,NO,NO
OneMain Holdings Inc.,NO,NO
Owens & Minor Inc.,NO,NO
Onity Group Inc.,NO,NO
Orion Office REIT Inc.,NO,NO
ON24 Inc.,NO,NO
Onto Innovation Inc.,NO,NO
Ooma Inc.,NO,NO
Offerpad Solutions Inc.,NO,NO
RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,NO,NO
Oppenheimer Holdings Inc.,NO,NO
Ormat Technologies Inc.,NO,NO
Orchid Island Capital Inc.,NO,NO
Oracle Corporation,YES,YES
Old Republic International Corporation,NO,NO
Orion Group Holdings Inc.,NO,NO
Oscar Health Inc.,NO,NO
Oshkosh Corporation,NO,NO
Otis Worldwide Corporation,NO,NO
Ouster Inc.,NO,NO
OUTFRONT Media Inc.,NO,NO
Blue Owl Capital Inc.,NO,NO
Oxford Industries Inc.,NO,NO
Occidental Petroleum Corporation,NO,NO
Ranpak Holdings Corp,NO,NO
PACS Group Inc.,NO,NO
Penske Automotive Group Inc.,NO,NO
Western Asset Investment Grade Income Fund Inc.,NO,NO
PAR Technology Corporation,NO,NO
Par Pacific Holdings Inc.,NO,NO
UiPath Inc.,NO,NO
PIMCO Access Income Fund,NO,NO
Paymentus Holdings Inc.,NO,NO
Paycom Software Inc.,NO,NO
Prosperity Bancshares Inc.,NO,NO
PBF Energy Inc.,NO,NO
Prestige Consumer Healthcare Inc.,NO,NO
Pitney Bowes Inc.,NO,NO
Permian Basin Royalty Trust,NO,NO
High Income Securities Fund,NO,NO
Pacific Gas & Electric Co.,YES,YES
Pimco California Municipal Income Fund II,NO,NO
PCM Fund Inc.,NO,NO
Pimco Corporate & Income Strategy Fund,NO,NO
Procore Technologies Inc.,NO,NO
PIMCO California Municipal Income Fund,NO,NO
PagerDuty Inc.,NO,NO
PIMCO Dynamic Income Fund,NO,NO
Piedmont Office Realty Trust Inc.,NO,NO
PIMCO Dynamic Income Opportunities Fund,NO,NO
John Hancock Premium Dividend Fund,NO,NO
Pebblebrook Hotel Trust,NO,NO
Public Service Enterprise Group Incorporated,YES,YES
Penumbra Inc.,NO,NO
Adams Natural Resources Fund Inc.,NO,NO
Flaherty & Crumrine Preferred and Income Fund,NO,NO
Pfizer Inc.,YES,YES
Performance Food Group Company,NO,NO
Prudential Financial Inc.,NO,NO
PIMCO Income Strategy Fund,NO,NO
PennantPark Floating Rate Capital Ltd.,NO,NO
Provident Financial Services Inc.,NO,NO
PennyMac Financial Services Inc.,NO,NO
Procter & Gamble Company,YES,YES
Pimco Global StocksPlus & Income Fund,NO,NO
Progressive Corporation,NO,NO
Paramount Group Inc.,NO,NO
Parker-Hannifin Corporation,YES,YES
Pioneer Floating Rate Fund Inc.,NO,NO
PHINIA Inc.,NO,NO
Pimco High Income Fund,NO,NO
PulteGroup Inc.,NO,NO
Phreesia Inc.,NO,NO
Pioneer High Income Fund Inc.,NO,NO
PHX Minerals Inc.,NO,NO
Polaris Inc.,NO,NO
Putnam Master Intermediate Income Trust,NO,NO
Alpine Income Property Trust Inc.,NO,NO
Pinterest Inc.,NO,NO
Piper Sandler Companies,NO,NO
PJT Partners Inc.,NO,NO
Park Hotels & Resorts Inc.,NO,NO
Park Aerospace Corp.,NO,NO
Packaging Corporation of America,YES,YES
Peakstone Realty Trust,NO,NO
Planet Labs PBC,NO,NO
Prologis Inc.,YES,YES
Planet Fitness Inc.,NO,NO
Douglas Dynamics Inc.,NO,NO
Palantir Technologies Inc.,NO,NO
Plymouth Industrial REIT Inc.,NO,NO
Philip Morris International Inc,YES,YES
PIMCO Municipal Income Fund,NO,NO
Putnam Managed Municipal Income Trust,NO,NO
Putnam Municipal Opportunities Trust,NO,NO
PennyMac Mortgage Investment Trust,NO,NO
PNC Financial Services Group Inc.,NO,NO
PIMCO New York Municipal Income Fund,NO,NO
PennantPark Investment Corporation,NO,NO
Pinnacle West Capital Corporation,NO,NO
Portland General Electric Co,YES,YES
Post Holdings Inc.,NO,NO
PPG Industries Inc.,YES,YES
PPL Corporation,YES,YES
Putnam Premier Income Trust,NO,NO
Permian Resources Corporation,NO,NO
ProAssurance Corporation,NO,NO
PROG Holdings Inc.,NO,NO
Perrigo Company plc,NO,NO
Primerica Inc.,NO,NO
Primoris Services Corporation,NO,NO
United Parks & Resorts Inc.,NO,NO
Proto Labs Inc.,NO,NO
PROS Holdings Inc.,NO,NO
PermRock Royalty Trust,NO,NO
Prudential Financial Inc.,NO,NO
Public Storage,YES,YES
Parsons Corporation,NO,NO
Pure Storage Inc.,NO,NO
Postal Realty Trust Inc.,NO,NO
Phillips 66,YES,YES
Cohen & Steers Tax-Advantaged Preferred Securities,NO,NO
Pimco Corporate & Income Opportunity Fund,NO,NO
ProPetro Holding Corp.,NO,NO
PVH Corp.,NO,NO
Permianville Royalty Trust,NO,NO
Quanta Services Inc.,YES,YES
PowerSchool Holdings Inc.,NO,NO
P10 Inc.,NO,NO
QuantumScape Corporation,NO,NO
Q2 Holdings Inc.,NO,NO
Quad Graphics Inc.,NO,NO
QVC Inc.,NO,NO
Ryder System Inc.,YES,YES
Brookfield Real Assets Income Fund Inc.,NO,NO
LiveRamp Holdings Inc.,NO,NO
RBC Bearings Incorporated,NO,NO
Roblox Corporation,NO,NO
Rubrik Inc.,NO,NO
Ready Capital Corporation,NO,NO
Royal Caribbean Cruises Ltd.,YES,YES
PIMCO Strategic Income Fund Inc.,NO,NO
Arcus Biosciences Inc.,NO,NO
Radian Group Inc.,NO,NO
Redwire Corporation,NO,NO
RPC Inc.,NO,NO
REV Group Inc.,NO,NO
REX American Resources Corporation,NO,NO
Rexford Industrial Realty Inc.,NO,NO
Resideo Technologies Inc.,NO,NO
Regions Financial Corporation,NO,NO
Cohen & Steers Total Return Realty Fund Inc.,NO,NO
Rafael Holdings Inc.,NO,NO
Reinsurance Group of America Incorporated,NO,NO
Sturm Ruger & Company Inc.,NO,NO
RH,NO,NO
Robert Half Inc.,NO,NO
Ryman Hospitality Properties Inc.,NO,NO
Rithm Capital Corp.,NO,NO
Raymond James Financial Inc.,NO,NO
Rocket Companies Inc.,NO,NO
Ralph Lauren Corporation,YES,YES
RLI Corp.,NO,NO
RLJ Lodging Trust,NO,NO
Regional Management Corp.,NO,NO
RE/MAX Holdings Inc.,NO,NO
ResMed Inc.,NO,NO
Royce Micro-Cap Trust Inc.,NO,NO
RingCentral Inc.,NO,NO
Ranger Energy Services Inc.,NO,NO
Cohen & Steers REIT and Preferred and Income Fund Inc.,NO,NO
Renasant Corporation,NO,NO
Rogers Corporation,NO,NO
Rockwell Automation Inc.,NO,NO
Rollins Inc.,NO,NO
RPM International Inc.,NO,NO
Cohen & Steers Quality Income Realty Fund Inc.,NO,NO
Range Resources Corporation,NO,NO
Regal Rexnord Corporation,NO,NO
Reliance Inc.,NO,NO
Republic Services Inc.,NO,NO
Rush Street Interactive Inc.,NO,NO
Rentokil Initial plc,YES,YES
RTX Corporation,NO,NO
Revolve Group Inc.,NO,NO
Royce Small-Cap Trust Inc.,NO,NO
Revvity Inc.,NO,NO
Redwood Trust Inc.,NO,NO
RXO Inc.,NO,NO
Rayonier Advanced Materials Inc.,NO,NO
Ryan Specialty Holdings Inc.,NO,NO
Ryerson Holding Corporation,NO,NO
Rayonier Inc.,NO,NO
Reinsurance Group of America Incorporated,NO,NO
SentinelOne Inc.,NO,NO
Saba Capital Income & Opportunities Fund II,NO,NO
Safehold Inc.,NO,NO
Sonic Automotive Inc.,NO,NO
Saratoga Investment Corp,NO,NO
Spirit Airlines Inc.,NO,NO
Sally Beauty Holdings Inc.,NO,NO
Western Asset Intermediate Muni Fund Inc.,NO,NO
Sabine Royalty Trust,NO,NO
Southern Copper Corporation,NO,NO
LMP Capital and Income Fund Inc.,NO,NO
SCE Trust II,NO,NO
Charles Schwab Corporation (The),NO,NO
Service Corporation International,NO,NO
Stepan Company,NO,NO
Stellus Capital Investment Corporation,NO,NO
Steelcase Inc.,NO,NO
SandRidge Energy Inc.,NO,NO
Sea Limited,NO,NO
Sealed Air Corporation,NO,NO
Solaris Energy Infrastructure Inc.,NO,NO
Select Medical Holdings Corporation,NO,NO
SEMrush Holdings Inc.,NO,NO
SES AI Corporation,NO,NO
Stifel Financial Corporation,NO,NO
ServisFirst Bancshares Inc.,NO,NO
Sweetgreen Inc.,NO,NO
Star Group L.P.,NO,NO
Shake Shack Inc.,NO,NO
Sunstone Hotel Investors Inc.,NO,NO
Sherwin-Williams Company (The),NO,NO
SITE Centers Corp.,NO,NO
SiteOne Landscape Supply Inc.,NO,NO
The J.M. Smucker Company,NO,NO
San Juan Basin Royalty Trust,NO,NO
SJW Group,NO,NO
Skillsoft Corp.,NO,NO
Skillz Inc.,NO,NO
Tanger Inc.,NO,NO
Skechers U.S.A. Inc.,NO,NO
Champion Homes Inc.,NO,NO
SL Green Realty Corp,NO,NO
Silgan Holdings Inc.,NO,NO
SelectQuote Inc.,NO,NO
Sylvamo Corporation,NO,NO
SM Energy Company,NO,NO
Smartsheet Inc.,NO,NO
SmartFinancial Inc.,NO,NO
Summit Midstream Corporation,NO,NO
Scotts Miracle-Gro Company (The),NO,NO
SEACOR Marine Holdings Inc.,NO,NO
Standard Motor Products Inc.,NO,NO
NuScale Power Corporation,NO,NO
SmartRent Inc.,NO,NO
SharkNinja Inc.,NO,NO
Snap-On Incorporated,NO,NO
Snap Inc.,NO,NO
Sonida Senior Living Inc.,NO,NO
Schneider National Inc.,NO,NO
Snowflake Inc.,NO,NO
Synovus Financial Corp.,NO,NO
TD SYNNEX Corporation,NO,NO
Southern Company (The),NO,NO
Solventum Corporation,NO,NO
Sonoco Products Company,NO,NO
Source Capital Inc.,NO,NO
Spectrum Brands Holdings Inc.,NO,NO
Virgin Galactic Holdings Inc.,NO,NO
Special Opportunities Fund Inc,NO,NO
Simon Property Group Inc.,NO,NO
S&P Global Inc.,NO,NO
Suburban Propane Partners L.P.,NO,NO
Sphere Entertainment Co.,NO,NO
Spire Global Inc.,NO,NO
Steel Partners Holdings LP,NO,NO
Spirit Aerosystems Holdings Inc.,NO,NO
Spruce Power Holding Corporation,NO,NO
SPX Technologies Inc.,NO,NO
Nuveen S&P 500 Dynamic Overwrite Fund,NO,NO
Block Inc.,NO,NO
Squarespace Inc.,NO,NO
Spire Inc.,NO,NO
Semra Inc.,NO,NO
Seritage Growth Properties,NO,NO
Stoneridge Inc.,NO,NO
NXG Cushing Midstream Energy Fund,NO,NO
SouthState Corporation,NO,NO
Simpson Manufacturing Company Inc.,NO,NO
System1 Inc.,NO,NO
Shutterstock Inc.,NO,NO
Stag Industrial Inc.,NO,NO
Stewart Information Services Corporation,NO,NO
STERIS plc,YES,YES
Stellar Bancorp Inc.,NO,NO
Stem Inc.,NO,NO
SRH Total Return Fund Inc.,NO,NO
Columbia Seligman Premium Technology Growth Fund Inc.,NO,NO
Sitio Royalties Corp.,NO,NO
State Street Corporation,NO,NO
STARWOOD PROPERTY TRUST INC.,NO,NO
Constellation Brands Inc.,NO,NO
Sun Communities Inc.,NO,NO
Summit Materials Inc.,NO,NO
Sunoco LP,NO,NO
Superior Industries International Inc.,NO,NO
Savers Value Village Inc.,NO,NO
SolarWinds Corporation,NO,NO
Stanley Black & Decker Inc.,NO,NO
Southwestern Energy Company,NO,NO
Southwest Gas Holdings Inc.,NO,NO
Swiss Helvetia Fund Inc.,NO,NO
SunCoke Energy Inc.,NO,NO
Standex International Corporation,NO,NO
Sensient Technologies Corporation,NO,NO
Synchrony Financial,NO,NO
Stryker Corporation,NO,NO
Sysco Corporation,NO,NO
AT&T Inc.,NO,NO
Talos Energy Inc.,NO,NO
TrueBlue Inc.,NO,NO
Transcontinental Realty Investors Inc.,NO,NO
Container Store (The),NO,NO
Teradata Corporation,NO,NO
Templeton Dragon Fund Inc.,NO,NO
Transdigm Group Incorporated,NO,NO
Teladoc Health Inc.,NO,NO
Telephone and Data Systems Inc.,NO,NO
Tidewater Inc.,NO,NO
Teledyne Technologies Incorporated,NO,NO
Templeton Emerging Markets Income Fund Inc.,NO,NO
Terex Corporation,NO,NO
Truist Financial Corporation,NO,NO
Teleflex Incorporated,NO,NO
Tredegar Corporation,NO,NO
Triumph Group Inc.,NO,NO
TEGNA Inc,NO,NO
Target Corporation,NO,NO
Tenet Healthcare Corporation,NO,NO
Hanover Insurance Group Inc,NO,NO
Thor Industries Inc.,NO,NO
abrdn Healthcare Opportunities Fund,NO,NO
Thermon Group Holdings Inc.,NO,NO
Treehouse Foods Inc.,NO,NO
abrdn World Healthcare Fund,NO,NO
Team Inc.,NO,NO
TJX Companies Inc. (The),NO,NO
TKO Group Holdings Inc.,NO,NO
Timken Company (The),NO,NO
Tilly's Inc.,NO,NO
Tencent Music Entertainment Group,NO,NO
Taylor Morrison Home Corporation,NO,NO
Thermo Fisher Scientific Inc,NO,NO
Tennant Company,NO,NO
TriNet Group Inc.,NO,NO
Travel Leisure Co.,NO,NO
Toll Brothers Inc.,NO,NO
Toast Inc.,NO,NO
Turning Point Brands Inc.,NO,NO
Tutor Perini Corporation,NO,NO
Tri Pointe Homes Inc.,NO,NO
Texas Pacific Land Corporation,NO,NO
Tapestry Inc.,NO,NO
TriplePoint Venture Growth BDC Corp.,NO,NO
Tempur Sealy International Inc.,YES,NO
Tortoise Power and Energy Infrastructure Fund,NO,NO
Tootsie Roll Industries Inc.,NO,NO
ReposiTrak Inc.,NO,NO
Tejon Ranch Co,NO,NO
Trex Company Inc.,NO,NO
Targa Resources Inc.,NO,NO
Thomson Reuters Corp,YES,NO
Trinity Industries Inc.,NO,NO
Terreno Realty Corporation,NO,NO
Tronox Holdings plc,YES,YES
Triton International Limited,NO,NO
TPG RE Finance Trust Inc.,NO,NO
TransUnion,NO,NO
The Travelers Companies Inc.,NO,NO
Trinseo PLC,YES,YES
TCW Strategic Income Fund Inc.,NO,NO
Tyson Foods Inc.,YES,NO
Townsquare Media Inc.,NO,NO
Toro Company,NO,NO
Tetra Technologies Inc.,NO,NO
Tortoise Pipeline & Energy Fund Inc.,NO,NO
Tupperware Brands Corporation,NO,NO
Tennessee Valley Authority,NO,NO
Titan International Inc.,NO,NO
Twilio Inc.,NO,NO
Taiwan Fund Inc.,NO,NO
Two Harbors Investment Corp,NO,NO
TXNM Energy Inc.,NO,NO
Textron Inc.,NO,NO
Tri Continental Corporation,NO,NO
Tyler Technologies Inc.,NO,NO
Unity Software Inc.,NO,NO
Under Armour Inc.,NO,NO
CVR Partners LP,NO,NO
Uber Technologies Inc.,NO,NO
United Community Banks Inc.,NO,NO
UDR Inc.,NO,NO
Urban Edge Properties,NO,NO
Unifi Inc.,NO,NO
UGI Corporation,NO,NO
U-Haul Holding Company,NO,NO
Universal Health Services Inc.,NO,NO
Universal Health Realty Income Trust,NO,NO
Ubiquiti Inc.,NO,NO
Unisys Corporation,NO,NO
UMH Properties Inc.,NO,NO
Unifirst Corporation,NO,NO
United Natural Foods Inc.,NO,NO
UnitedHealth Group Incorporated,NO,NO
Unum Group,NO,NO
Union Pacific Corporation,NO,NO
United Parcel Service Inc.,YES,NO
United Rentals Inc.,NO,NO
Liberty All-Star Equity Fund,NO,NO
USA Compression Partners LP,NO,NO
U.S. Bancorp,NO,NO
US Foods Holding Corp.,NO,NO
United States Cellular Corporation,NO,NO
USANA Health Sciences Inc.,NO,NO
U.S. Physical Therapy Inc.,NO,NO
Cohen & Steers Infrastructure Fund Inc,NO,NO
Universal Technical Institute Inc,NO,NO
UNITIL Corporation,NO,NO
Utz Brands Inc,NO,NO
UNIVERSAL INSURANCE HOLDINGS INC,NO,NO
Universal Corporation,NO,NO
UWM Holdings Corporation,NO,NO
Visa Inc.,YES,NO
Marriott Vacations Worldwide Corporation,NO,NO
Valaris Limited,NO,NO
INNOVATE Corp.,NO,NO
Invesco Bond Fund,NO,NO
Invesco California Value Municipal Income Trust,NO,NO
Veeva Systems Inc.,NO,NO
Velocity Financial Inc.,NO,NO
V.F. Corporation,YES,NO
Virtus Global Multi-Sector Income Fund,NO,NO
Invesco Trust for Investment Grade Municipals,NO,NO
Vector Group Ltd.,NO,NO
VirnetX Holding Corp,NO,NO
Valhi Inc.,NO,NO
VICI Properties Inc.,NO,NO
Invesco Municipal Trust,NO,NO
Valero Energy Corporation,NO,NO
Invesco High Income Trust II,NO,NO
Veralto Corp,NO,NO
Vulcan Materials Company,YES,NO
Valmont Industries Inc.,NO,NO
Invesco Municipal Opportunity Trust,NO,NO
Vornado Realty Trust,NO,NO
Vontier Corporation,NO,NO
VOC Energy Trust,NO,NO
Voya Financial Inc.,NO,NO
Vishay Precision Group Inc.,NO,NO
Invesco Pennsylvania Value Municipal Income Trust,NO,NO
Veris Residential Inc.,NO,NO
Vertiv Holdings LLC,NO,NO
Virtus Investment Partners Inc.,NO,NO
Victorias Secret & Co.,YES,NO
Vishay Intertechnology Inc.,NO,NO
Vistra Corp.,NO,NO
Vista Outdoor Inc.,NO,NO
Vestis Corporation,NO,NO
Vital Energy Inc.,NO,NO
Invesco Trust for Investment Grade New York Municipals,NO,NO
Bristow Group Inc.,NO,NO
Ventas Inc.,NO,NO
Vitesse Energy Inc.,NO,NO
Viad Corp,NO,NO
Invesco Senior Income Trust,NO,NO
Valvoline Inc.,NO,NO
V2X Inc.,NO,NO
NCR Voyix Corporation,NO,NO
VIZIO Holding Corp.,NO,NO
Wayfair Inc.,NO,NO
Westinghouse Air Brake Technologies Corporation,YES,NO
Western Alliance Bancorporation,NO,NO
Waters Corporation,NO,NO
Webster Financial Corporation,NO,NO
WESCO International Inc.,YES,NO
Walker & Dunlop Inc.,NO,NO
Western Asset Diversified Income Fund,NO,NO
Western Asset Bond Fund,NO,NO
Weave Communications Inc.,NO,NO
WEC Energy Group Inc.,NO,NO
Welltower Inc.,NO,NO
Western Midstream Partners LP,NO,NO
WEX Inc.,NO,NO
Wells Fargo & Company,YES,NO
Winnebago Industries Inc.,NO,NO
Wyndham Hotels & Resorts Inc.,NO,NO
Cactus Inc.,NO,NO
Westwood Holdings Group Inc,NO,NO
Whirlpool Corporation,YES,NO
Western Asset Inflation-Linked Income Fund,NO,NO
Western Asset Inflation-Linked Opportunities & Income Fund,NO,NO
Workiva Inc.,NO,NO
World Kinect Corporation,NO,NO
Westlake Corporation,NO,NO
John Wiley & Sons Inc.,NO,NO
Waste Management Inc.,NO,NO
Williams Companies Inc.,NO,NO
Weis Markets Inc.,NO,NO
Advanced Drainage Systems Inc.,NO,NO
Walmart Inc.,YES,NO
Wabash National Corporation,NO,NO
Wolfspeed Inc.,NO,NO
Worthington Enterprises Inc.,NO,NO
WideOpenWest Inc.,NO,NO
W. P. Carey Inc.,NO,NO
W.R. Berkley Corporation,NO,NO
Warby Parker Inc.,NO,NO
Worthington Steel Inc.,NO,NO
Williams-Sonoma Inc.,YES,NO
Watsco Inc.,NO,NO
Whitestone REIT,NO,NO
West Pharmaceutical Services Inc.,NO,NO
WisdomTree Inc.,NO,NO
W&T Offshore Inc.,NO,NO
White Mountains Insurance Group Ltd.,NO,NO
Essential Utilities Inc.,NO,NO
Watts Water Technologies Inc.,NO,NO
Select Water Solutions Inc.,NO,NO
Western Union Company,NO,NO
Wolverine World Wide Inc.,NO,NO
Weyerhaeuser Company,YES,NO
United States Steel Corporation,YES,YES
XAI Octagon Floating Rate & Alternative Income Term Trust,NO,NO
Xenia Hotels & Resorts Inc.,NO,NO
Exxon Mobil Corporation,YES,YES
Xperi Inc.,NO,NO
XPO Inc.,NO,NO
Xponential Fitness Inc.,NO,NO
Expro Group Holdings N.V.,NO,NO
Xylem Inc.,YES,NO
Yelp Inc.,NO,NO
YETI Holdings Inc.,NO,NO
Yext Inc.,NO,NO
Clear Secure Inc.,NO,NO
Yum! Brands Inc.,YES,NO
Yum China Holdings Inc.,NO,NO
Zimmer Biomet Holdings Inc.,YES,NO
Zeta Global Holdings Corp.,NO,NO
ZipRecruiter Inc.,NO,NO
Virtus Total Return Fund Inc.,NO,NO
Zoetis Inc.,YES,NO
Zuora Inc.,NO,NO
Zevia PBC,NO,NO
Zurn Elkay Water Solutions Corporation,NO,NO
```,,
